county_name,state,county_code,deaths,population,crude_rate
Smith,KS,20183,31,3544,874.7
Stafford,KS,20185,19,4046,Unreliable
Stevens,KS,20189,28,5388,519.7
Sumner,KS,20191,137,22578,606.8
Thomas,KS,20193,30,7702,389.5
Wabaunsee,KS,20197,26,6906,376.5
Washington,KS,20201,28,5427,515.9
Wichita,KS,20203,12,2074,Unreliable
Wilson,KS,20205,56,8362,669.7
Woodson,KS,20207,22,3015,729.7
Wyandotte,KS,20209,633,165265,383.0
Adair,KY,21001,93,19555,475.6
Allen,KY,21003,98,21303,460.0
Anderson,KY,21005,102,22833,446.7
Ballard,KY,21007,51,7769,656.5
Barren,KY,21009,252,44300,568.8
Bath,KY,21011,89,12481,713.1
Bell,KY,21013,186,25482,729.9
Boone,KY,21015,472,135396,348.6
Bourbon,KY,21017,111,19901,557.8
Boyd,KY,21019,297,46516,638.5
Boyle,KY,21021,149,30367,490.7
Bracken,KY,21023,47,8286,567.2
Breathitt,KY,21025,83,12550,661.4
Breckinridge,KY,21027,118,20537,574.6
Bullitt,KY,21029,334,82182,406.4
Butler,KY,21031,66,12703,519.6
Caldwell,KY,21033,76,12687,599.0
Calloway,KY,21035,214,39300,544.5
Campbell,KY,21037,359,94020,381.8
Carlisle,KY,21039,37,4692,788.6
Carroll,KY,21041,56,10730,521.9
Carter,KY,21043,173,26542,651.8
Casey,KY,21045,99,16066,616.2
Christian,KY,21047,288,71478,402.9
Clark,KY,21049,188,36463,515.6
Clay,KY,21051,133,19631,677.5
Clinton,KY,21053,66,10110,652.8
Crittenden,KY,21055,60,8847,678.2
Cumberland,KY,21057,50,6523,766.5
Daviess,KY,21059,468,101978,458.9
Edmonson,KY,21061,73,12235,596.6
Elliott,KY,21063,27,7372,366.3
Estill,KY,21065,92,14109,652.1
Fayette,KY,21067,1064,324735,327.7
Fleming,KY,21069,89,14603,609.5
Floyd,KY,21071,274,34974,783.4
Franklin,KY,21073,274,51118,536.0
Fulton,KY,21075,36,5952,604.8
Gallatin,KY,21077,45,8779,512.6
Garrard,KY,21079,92,17719,519.2
Grant,KY,21081,127,25387,500.3
Graves,KY,21083,202,36818,548.6
Grayson,KY,21085,171,26480,645.8
Green,KY,21087,63,10995,573.0
Greenup,KY,21089,219,34865,628.1
Hancock,KY,21091,37,8742,423.2
Hardin,KY,21093,449,111309,403.4
Harlan,KY,21095,203,25566,794.0
Harrison,KY,21097,121,18920,639.5
Hart,KY,21099,95,19013,499.7
Henderson,KY,21101,237,44740,529.7
Henry,KY,21103,100,16067,622.4
Hickman,KY,21105,37,4364,847.8
Hopkins,KY,21107,246,44662,550.8
Jackson,KY,21109,76,13340,569.7
Jefferson,KY,21111,3451,767452,449.7
Jessamine,KY,21113,220,54057,407.0
Johnson,KY,21115,138,22002,627.2
Kenton,KY,21117,661,167949,393.6
Knott,KY,21119,83,14512,571.9
Knox,KY,21121,203,31022,654.4
Larue,KY,21123,82,14431,568.2
Laurel,KY,21125,307,61238,501.3
Lawrence,KY,21127,107,15436,693.2
Lee,KY,21129,41,7268,564.1
Leslie,KY,21131,67,9637,695.2
Letcher,KY,21133,147,21213,693.0
Lewis,KY,21135,89,13262,671.1
Lincoln,KY,21137,149,24466,609.0
Livingston,KY,21139,81,9041,895.9
Logan,KY,21141,124,27416,452.3
Lyon,KY,21143,59,8133,725.4
McCracken,KY,21145,388,65644,591.1
McCreary,KY,21147,101,17071,591.6
McLean,KY,21149,54,9075,595.0
Madison,KY,21151,378,94265,401.0
Magoffin,KY,21153,60,12017,499.3
Marion,KY,21155,97,19314,502.2
Marshall,KY,21157,184,31163,590.4
Martin,KY,21159,64,11031,580.2
Mason,KY,21161,101,17035,592.9
Meade,KY,21163,108,28616,377.4
Menifee,KY,21165,34,6502,522.9
Mercer,KY,21167,110,21889,502.5
Metcalfe,KY,21169,71,10058,705.9
Monroe,KY,21171,78,10549,739.4
Montgomery,KY,21173,144,28186,510.9
Morgan,KY,21175,79,13142,601.1
Muhlenberg,KY,21177,187,30457,614.0
Nelson,KY,21179,186,46450,400.4
Nicholas,KY,21181,51,7234,705.0
Ohio,KY,21183,142,23899,594.2
Oldham,KY,21185,178,66999,265.7
Owen,KY,21187,59,11017,535.5
Owsley,KY,21189,37,4331,854.3
Pendleton,KY,21191,64,14586,438.8
Perry,KY,21193,191,25456,750.3
Pike,KY,21195,376,57057,659.0
Powell,KY,21197,90,12218,736.6
Pulaski,KY,21199,362,65530,552.4
Rockcastle,KY,21203,97,16750,579.1
Rowan,KY,21205,100,24682,405.2
Russell,KY,21207,97,17998,538.9
Scott,KY,21209,184,58470,314.7
Shelby,KY,21211,187,49611,376.9
Simpson,KY,21213,107,18635,574.2
Spencer,KY,21215,67,19585,342.1
Taylor,KY,21217,143,25707,556.3
Todd,KY,21219,56,12448,449.9
Trigg,KY,21221,88,14776,595.6
Trimble,KY,21223,47,8481,554.2
Union,KY,21225,73,14443,505.4
Warren,KY,21227,475,134510,353.1
Washington,KY,21229,59,12147,485.7
Wayne,KY,21231,109,20209,539.4
Webster,KY,21233,75,12923,580.4
Whitley,KY,21235,212,36451,581.6
Wolfe,KY,21237,51,7106,717.7
Woodford,KY,21239,111,26765,414.7
Acadia Parish,LA,22001,284,61918,458.7
Allen Parish,LA,22003,118,25440,463.8
Ascension Parish,LA,22005,362,128665,281.4
Assumption Parish,LA,22007,91,21621,420.9
Avoyelles Parish,LA,22009,210,39966,525.4
Beauregard Parish,LA,22011,158,37881,417.1
Bienville Parish,LA,22013,80,12983,616.2
Bossier Parish,LA,22015,480,127275,377.1
Caddo Parish,LA,22017,1167,237479,491.4
Calcasieu Parish,LA,22019,826,203310,406.3
Caldwell Parish,LA,22021,66,9839,670.8
Cameron Parish,LA,22023,13,7003,Unreliable
Catahoula Parish,LA,22025,45,9226,487.8
Claiborne Parish,LA,22027,66,15508,425.6
Concordia Parish,LA,22029,114,18914,602.7
De Soto Parish,LA,22031,131,27650,473.8
East Baton Rouge Parish,LA,22033,1787,439729,406.4
East Carroll Parish,LA,22035,26,6589,394.6
East Feliciana Parish,LA,22037,93,18882,492.5
Evangeline Parish,LA,22039,145,33276,435.7
Franklin Parish,LA,22041,130,19723,659.1
Grant Parish,LA,22043,113,22254,507.8
Iberia Parish,LA,22045,338,68991,489.9
Iberville Parish,LA,22047,143,32070,445.9
Jackson Parish,LA,22049,80,15574,513.7
Jefferson Parish,LA,22051,1673,432346,387.0
Jefferson Davis Parish,LA,22053,150,31208,480.6
Lafayette Parish,LA,22055,885,246518,359.0
Lafourche Parish,LA,22057,424,97596,434.4
LaSalle Parish,LA,22059,96,15021,639.1
Lincoln Parish,LA,22061,169,46552,363.0
Livingston Parish,LA,22063,552,143737,384.0
Madison Parish,LA,22065,37,10635,347.9
Morehouse Parish,LA,22067,157,24227,648.0
Natchitoches Parish,LA,22069,185,37655,491.3
Orleans Parish,LA,22071,1273,389476,326.8
Ouachita Parish,LA,22073,708,152439,464.4
Plaquemines Parish,LA,22075,75,23113,324.5
Pointe Coupee Parish,LA,22077,126,21529,585.3
Rapides Parish,LA,22079,682,128567,530.5
Red River Parish,LA,22081,31,8286,374.1
Richland Parish,LA,22083,98,20014,489.7
Sabine Parish,LA,22085,125,23803,525.1
St. Bernard Parish,LA,22087,141,47647,295.9
St. Charles Parish,LA,22089,182,52987,343.5
St. Helena Parish,LA,22091,47,10081,466.2
St. James Parish,LA,22093,79,20727,381.1
St. John the Baptist Parish,LA,22095,154,42516,362.2
St. Landry Parish,LA,22097,433,81440,531.7
St. Martin Parish,LA,22099,254,52954,479.7
St. Mary Parish,LA,22101,262,48330,542.1
St. Tammany Parish,LA,22103,1042,263446,395.5
Tangipahoa Parish,LA,22105,567,136765,414.6
Tensas Parish,LA,22107,20,4178,478.7
Terrebonne Parish,LA,22109,441,109859,401.4
Union Parish,LA,22111,157,22170,708.2
Vermilion Parish,LA,22113,243,59378,409.2
Vernon Parish,LA,22115,193,47894,403.0
Washington Parish,LA,22117,266,45773,581.1
Webster Parish,LA,22119,219,37943,577.2
West Baton Rouge Parish,LA,22121,91,26792,339.7
West Carroll Parish,LA,22123,66,10646,620.0
West Feliciana Parish,LA,22125,53,15465,342.7
Winn Parish,LA,22127,68,13839,491.4
Androscoggin,ME,23001,556,108547,512.2
Aroostook,ME,23003,469,66804,702.1
Cumberland,ME,23005,1293,298111,433.7
Franklin,ME,23007,146,29986,486.9
Hancock,ME,23009,257,55088,466.5
Kennebec,ME,23011,642,122955,522.1
Knox,ME,23013,193,39951,483.1
Lincoln,ME,23015,198,34775,569.4
Oxford,ME,23017,315,58132,541.9
Penobscot,ME,23019,794,151655,523.6
Piscataquis,ME,23021,106,16996,623.7
Sagadahoc,ME,23023,161,36044,446.7
Somerset,ME,23025,299,50635,590.5
Waldo,ME,23027,214,39923,536.0
Washington,ME,23029,233,31473,740.3
York,ME,23031,923,209066,441.5
Allegany,MD,24001,425,70057,606.6
Anne Arundel,MD,24003,2022,582777,347.0
Baltimore,MD,24005,3606,826017,436.6
Calvert,MD,24009,329,93072,353.5
Caroline,MD,24011,166,33492,495.6
Carroll,MD,24013,755,169092,446.5
Cecil,MD,24015,532,103419,514.4
Charles,MD,24017,573,164436,348.5
Dorchester,MD,24019,196,31853,615.3
Frederick,MD,24021,894,265161,337.2
Garrett,MD,24023,150,28852,519.9
Harford,MD,24025,1084,256805,422.1
Howard,MD,24027,839,328200,255.6
Kent,MD,24029,103,19192,536.7
Montgomery,MD,24031,2769,1051816,263.3
Prince George's,MD,24033,2993,909612,329.0
Queen Anne's,MD,24035,175,51167,342.0
St. Mary's,MD,24037,387,114687,337.4
Somerset,MD,24039,124,25453,487.2
Talbot,MD,24041,209,36972,565.3
Washington,MD,24043,780,151146,516.1
Wicomico,MD,24045,409,103990,393.3
Worcester,MD,24047,293,52403,559.1
Baltimore city,MD,24510,2891,586131,493.2
Barnstable,MA,25001,1278,213164,599.5
Berkshire,MA,25003,677,124571,543.5
Bristol,MA,25005,2454,566765,433.0
Dukes,MA,25007,71,17461,406.6
Essex,MA,25009,2951,791263,372.9
Franklin,MA,25011,294,70267,418.4
Hampden,MA,25013,2011,463986,433.4
Hampshire,MA,25015,560,161401,347.0
Middlesex,MA,25017,4916,1609379,305.5
Nantucket,MA,25019,34,11376,298.9
Norfolk,MA,25021,2477,709409,349.2
Plymouth,MA,25023,2145,523738,409.6
Suffolk,MA,25025,2072,801582,258.5
Worcester,MA,25027,3163,829212,381.4
Alcona,MI,26001,80,10505,761.5
Alger,MI,26003,47,9015,521.4
Allegan,MI,26005,479,118927,402.8
Alpena,MI,26007,143,28238,506.4
Antrim,MI,26009,122,23449,520.3
Arenac,MI,26011,104,14953,695.5
Baraga,MI,26013,43,8164,526.7
Barry,MI,26015,281,62061,452.8
Bay,MI,26017,566,102387,552.8
Benzie,MI,26019,93,17852,521.0
Berrien,MI,26021,776,153025,507.1
Branch,MI,26023,215,43424,495.1
Calhoun,MI,26025,676,133580,506.1
Cass,MI,26027,274,51584,531.2
Charlevoix,MI,26029,156,26105,597.6
Cheboygan,MI,26031,156,25365,615.0
Chippewa,MI,26033,173,36958,468.1
Clare,MI,26035,184,30771,598.0
Clinton,MI,26037,263,79753,329.8
Crawford,MI,26039,83,13981,593.7
Delta,MI,26041,182,35612,511.1
Dickinson,MI,26043,117,25112,465.9
Eaton,MI,26045,486,110148,441.2
Emmet,MI,26047,166,33342,497.9
Genesee,MI,26049,2266,404794,559.8
Gladwin,MI,26051,165,25424,649.0
Gogebic,MI,26053,86,13842,621.3
Grand Traverse,MI,26055,401,93592,428.5
Gratiot,MI,26057,201,40283,499.0
Hillsdale,MI,26059,255,45658,558.5
Houghton,MI,26061,147,35126,418.5
Huron,MI,26063,207,30653,675.3
Ingham,MI,26065,1121,290609,385.7
Ionia,MI,26067,253,64553,391.9
Iosco,MI,26069,187,25140,743.8
Iron,MI,26071,90,11066,813.3
Isabella,MI,26073,231,69504,332.4
Jackson,MI,26075,781,156920,497.7
Kalamazoo,MI,26077,985,265988,370.3
Kalkaska,MI,26079,96,18003,533.2
Kent,MI,26081,2136,658708,324.3
Keweenaw,MI,26083,12,2119,Unreliable
Lake,MI,26085,64,11587,552.3
Lapeer,MI,26087,423,87635,482.7
Leelanau,MI,26089,105,21743,482.9
Lenawee,MI,26091,515,97808,526.5
Livingston,MI,26093,695,192335,361.3
Luce,MI,26095,47,6126,767.2
Mackinac,MI,26097,67,10839,618.1
Macomb,MI,26099,3923,870791,450.5
Manistee,MI,26101,148,24738,598.3
Marquette,MI,26103,253,65834,384.3
Mason,MI,26105,166,29164,569.2
Mecosta,MI,26107,178,43907,405.4
Menominee,MI,26109,120,22608,530.8
Midland,MI,26111,364,83441,436.2
Missaukee,MI,26113,80,15152,528.0
Monroe,MI,26115,744,150568,494.1
Montcalm,MI,26117,317,63476,499.4
Montmorency,MI,26119,73,9337,781.8
Muskegon,MI,26121,822,173883,472.7
Newaygo,MI,26123,239,49348,484.3
Oakland,MI,26125,4728,1253459,377.2
Oceana,MI,26127,128,26819,477.3
Ogemaw,MI,26129,148,20923,707.4
Ontonagon,MI,26131,57,5656,1007.8
Osceola,MI,26133,118,23466,502.9
Oscoda,MI,26135,57,8368,681.2
Otsego,MI,26137,155,24765,625.9
Ottawa,MI,26139,976,294635,331.3
Presque Isle,MI,26141,78,12665,615.9
Roscommon,MI,26143,157,23986,654.5
Saginaw,MI,26145,990,189868,521.4
St. Clair,MI,26147,804,159293,504.7
St. Joseph,MI,26149,314,60848,516.0
Sanilac,MI,26151,225,40747,552.2
Schoolcraft,MI,26153,41,8104,505.9
Shiawassee,MI,26155,344,67738,507.8
Tuscola,MI,26157,280,52289,535.5
Van Buren,MI,26159,358,75474,474.3
Washtenaw,MI,26161,999,366473,272.6
Wayne,MI,26163,7929,1740623,455.5
Wexford,MI,26165,172,33743,509.7
Aitkin,MN,27001,91,15848,574.2
Anoka,MN,27003,1069,359921,297.0
Becker,MN,27005,143,34456,415.0
Beltrami,MN,27007,181,47442,381.5
Benton,MN,27009,154,40958,376.0
Big Stone,MN,27011,33,4923,670.3
Blue Earth,MN,27013,199,68241,291.6
Brown,MN,27015,121,24846,487.0
Carlton,MN,27017,165,35769,461.3
Carver,MN,27019,258,106565,242.1
Cass,MN,27021,156,29928,521.3
Chippewa,MN,27023,67,11758,569.8
Chisago,MN,27025,196,56794,345.1
Clay,MN,27027,240,64690,371.0
Clearwater,MN,27029,37,9017,410.3
Cook,MN,27031,20,5417,369.2
Cottonwood,MN,27033,65,11242,578.2
Crow Wing,MN,27035,315,65644,479.9
Dakota,MN,27037,1220,431807,282.5
Dodge,MN,27039,64,20987,305.0
Douglas,MN,27041,185,38328,482.7
Faribault,MN,27043,65,13601,477.9
Fillmore,MN,27045,105,21135,496.8
Freeborn,MN,27047,149,30364,490.7
Goodhue,MN,27049,222,46318,479.3
Grant,MN,27051,23,6026,381.7
Hennepin,MN,27053,3758,1268408,296.3
Houston,MN,27055,90,18632,483.0
Hubbard,MN,27057,90,21783,413.2
Isanti,MN,27059,168,41429,405.5
Itasca,MN,27061,220,45268,486.0
Jackson,MN,27063,46,9768,470.9
Kanabec,MN,27065,77,16416,469.1
Kandiyohi,MN,27067,159,43130,368.7
Kittson,MN,27069,34,4214,806.8
Koochiching,MN,27071,69,12059,572.2
Lac qui Parle,MN,27073,32,6527,490.3
Lake,MN,27075,50,10639,470.0
Le Sueur,MN,27079,97,28741,337.5
Lincoln,MN,27081,19,5568,Unreliable
Lyon,MN,27083,85,25271,336.4
McLeod,MN,27085,153,35710,428.5
Mahnomen,MN,27087,35,5473,639.5
Marshall,MN,27089,36,9321,386.2
Martin,MN,27091,89,19484,456.8
Meeker,MN,27093,96,23341,411.3
Mille Lacs,MN,27095,133,26146,508.7
Morrison,MN,27097,136,33187,409.8
Mower,MN,27099,179,40150,445.8
Murray,MN,27101,38,8155,466.0
Nicollet,MN,27103,120,34482,348.0
Nobles,MN,27105,65,21400,303.7
Norman,MN,27107,42,6338,662.7
Olmsted,MN,27109,546,159298,342.8
Otter Tail,MN,27111,289,58741,492.0
Pennington,MN,27113,68,13874,490.1
Pine,MN,27115,160,29359,545.0
Pipestone,MN,27117,47,9121,515.3
Polk,MN,27119,148,30900,479.0
Pope,MN,27121,51,11277,452.2
Ramsey,MN,27123,1935,547903,353.2
Red Lake,MN,27125,13,4046,Unreliable
Redwood,MN,27127,70,15079,464.2
Renville,MN,27129,52,14403,361.0
Rice,MN,27131,195,67084,290.7
Rock,MN,27133,52,9301,559.1
Roseau,MN,27135,57,15117,377.1
St. Louis,MN,27137,924,198538,465.4
Scott,MN,27139,345,150689,228.9
Sherburne,MN,27141,267,98811,270.2
Sibley,MN,27143,52,14715,353.4
Stearns,MN,27145,518,162038,319.7
Steele,MN,27147,128,36596,349.8
Stevens,MN,27149,35,9765,358.4
Swift,MN,27151,50,9176,544.9
Todd,MN,27153,107,24732,432.6
Traverse,MN,27155,20,3218,621.5
Wabasha,MN,27157,77,21642,355.8
Wadena,MN,27159,82,13807,593.9
Waseca,MN,27161,76,18550,409.7
Washington,MN,27163,769,265476,289.7
Watonwan,MN,27165,61,10792,565.2
Wilkin,MN,27167,36,6161,584.3
Winona,MN,27169,175,50485,346.6
Wright,MN,27171,372,140249,265.2
Yellow Medicine,MN,27173,56,9580,584.6
Adams,MS,28001,188,30275,621.0
Alcorn,MS,28003,208,36889,563.9
Amite,MS,28005,78,12205,639.1
Attala,MS,28007,115,18004,638.7
Benton,MS,28009,48,8351,574.8
Bolivar,MS,28011,178,30142,590.5
Calhoun,MS,28013,65,14241,456.4
Carroll,MS,28015,65,9732,667.9
Chickasaw,MS,28017,108,16951,637.1
Choctaw,MS,28019,59,8063,731.7
Claiborne,MS,28021,38,8911,426.4
Clarke,MS,28023,90,15299,588.3
Clay,MS,28025,102,19352,527.1
Coahoma,MS,28027,134,21564,621.4
Copiah,MS,28029,150,27933,537.0
Covington,MS,28031,128,18518,691.2
DeSoto,MS,28033,785,188275,416.9
Forrest,MS,28035,370,75009,493.3
Franklin,MS,28037,51,7657,666.1
George,MS,28039,160,24425,655.1
Greene,MS,28041,67,13477,497.1
Grenada,MS,28043,130,20610,630.8
Hancock,MS,28045,281,48000,585.4
Harrison,MS,28047,948,208801,454.0
Hinds,MS,28049,1003,227966,440.0
Holmes,MS,28051,98,16726,585.9
Humphreys,MS,28053,61,7827,779.4
Itawamba,MS,28057,150,23261,644.9
Jackson,MS,28059,669,143802,465.2
Jasper,MS,28061,104,16332,636.8
Jefferson,MS,28063,37,6997,528.8
Jefferson Davis,MS,28065,71,10890,652.0
Jones,MS,28067,374,67993,550.1
Kemper,MS,28069,39,9521,409.6
Lafayette,MS,28071,213,54408,391.5
Lamar,MS,28073,219,64165,341.3
Lauderdale,MS,28075,370,73751,501.7
Lawrence,MS,28077,86,12480,689.1
Leake,MS,28079,124,22741,545.3
Lee,MS,28081,387,85466,452.8
Leflore,MS,28083,188,27854,674.9
Lincoln,MS,28085,169,33936,498.0
Lowndes,MS,28087,272,58309,466.5
Madison,MS,28089,459,106871,429.5
Marion,MS,28091,161,24441,658.7
Marshall,MS,28093,203,35301,575.1
Monroe,MS,28095,235,35123,669.1
Montgomery,MS,28097,81,9661,838.4
Neshoba,MS,28099,159,28996,548.4
Newton,MS,28101,119,20866,570.3
Noxubee,MS,28103,47,10236,459.2
Oktibbeha,MS,28105,170,49789,341.4
Panola,MS,28107,199,33848,587.9
Pearl River,MS,28109,325,55876,581.6
Perry,MS,28111,62,11862,522.7
Pike,MS,28113,244,38997,625.7
Pontotoc,MS,28115,142,32461,437.4
Prentiss,MS,28117,161,25013,643.7
Quitman,MS,28119,48,6760,710.1
Rankin,MS,28121,592,155975,379.5
Scott,MS,28123,170,28061,605.8
Sharkey,MS,28125,28,4160,673.1
Simpson,MS,28127,159,26629,597.1
Smith,MS,28129,83,15779,526.0
Stone,MS,28131,83,18360,452.1
Sunflower,MS,28133,114,24740,460.8
Tallahatchie,MS,28135,54,13707,394.0
Tate,MS,28137,144,28539,504.6
Tippah,MS,28139,125,21748,574.8
Tishomingo,MS,28141,158,19275,819.7
Tunica,MS,28143,38,9392,404.6
Union,MS,28145,138,28866,478.1
Walthall,MS,28147,92,14294,643.6
Warren,MS,28149,250,44841,557.5
Washington,MS,28151,273,42837,637.3
Wayne,MS,28153,131,20317,644.8
Webster,MS,28155,80,9676,826.8
Wilkinson,MS,28157,55,8351,658.6
Winston,MS,28159,88,17845,493.1
Yalobusha,MS,28161,83,11982,692.7
Yazoo,MS,28163,119,26982,441.0
Adair,MO,29001,102,25399,401.6
Andrew,MO,29003,64,17586,363.9
Atchison,MO,29005,35,5096,686.8
Audrain,MO,29007,141,24835,567.7
Barry,MO,29009,205,35818,572.3
Barton,MO,29011,67,11592,578.0
Bates,MO,29013,114,16242,701.9
Benton,MO,29015,153,19627,779.5
Bollinger,MO,29017,71,12111,586.2
Boone,MO,29019,528,182991,288.5
Buchanan,MO,29021,391,86530,451.9
Butler,MO,29023,253,42178,599.8
Caldwell,MO,29025,43,9051,475.1
Callaway,MO,29027,177,44887,394.3
Camden,MO,29029,255,46414,549.4
Cape Girardeau,MO,29031,365,79512,459.1
Carroll,MO,29033,49,8554,572.8
Carter,MO,29035,27,5991,450.7
Cass,MO,29037,486,106806,455.0
Cedar,MO,29039,90,14322,628.4
Chariton,MO,29041,56,7360,760.9
Christian,MO,29043,367,90655,404.8
Clark,MO,29045,31,6830,453.9
Clay,MO,29047,846,253463,333.8
Clinton,MO,29049,92,20553,447.6
Cole,MO,29051,315,76191,413.4
Cooper,MO,29053,87,17102,508.7
Crawford,MO,29055,172,23739,724.5
Dade,MO,29057,56,7568,740.0
Dallas,MO,29059,91,17219,528.5
Daviess,MO,29061,42,8283,507.1
DeKalb,MO,29063,56,10944,511.7
Dent,MO,29065,105,15481,678.3
Douglas,MO,29067,95,13344,711.9
Dunklin,MO,29069,180,28878,623.3
Franklin,MO,29071,518,104469,495.8
Gasconade,MO,29073,88,14566,604.1
Gentry,MO,29075,34,6484,524.4
Greene,MO,29077,1363,294997,462.0
Grundy,MO,29079,65,9595,677.4
Harrison,MO,29081,47,8321,564.8
Henry,MO,29083,155,22076,702.1
Hickory,MO,29085,81,9586,845.0
Holt,MO,29087,29,4232,685.3
Howard,MO,29089,45,10001,450.0
Howell,MO,29091,248,40262,616.0
Iron,MO,29093,73,10098,722.9
Jackson,MO,29095,2992,705925,423.8
Jasper,MO,29097,627,121648,515.4
Jefferson,MO,29099,969,226543,427.7
Johnson,MO,29101,185,54219,341.2
Knox,MO,29103,19,3940,Unreliable
Laclede,MO,29105,195,35895,543.3
Lafayette,MO,29107,177,33006,536.3
Lawrence,MO,29109,192,38175,502.9
Lewis,MO,29111,50,9810,509.7
Lincoln,MO,29113,227,60119,377.6
Linn,MO,29115,69,11830,583.3
Livingston,MO,29117,80,14413,555.1
McDonald,MO,29119,110,22900,480.3
Macon,MO,29121,79,15095,523.4
Madison,MO,29123,77,12113,635.7
Maries,MO,29125,49,8795,557.1
Marion,MO,29127,136,28423,478.5
Mercer,MO,29129,20,3558,562.1
Miller,MO,29131,130,25791,504.1
Mississippi,MO,29133,72,12691,567.3
Moniteau,MO,29135,76,15585,487.6
Monroe,MO,29137,48,8672,553.5
Montgomery,MO,29139,89,11294,788.0
Morgan,MO,29141,159,20716,767.5
New Madrid,MO,29143,133,16693,796.7
Newton,MO,29145,291,58451,497.9
Nodaway,MO,29147,85,21743,390.9
Oregon,MO,29149,74,10411,710.8
Osage,MO,29151,62,13535,458.1
Ozark,MO,29153,62,9083,682.6
Pemiscot,MO,29155,96,15600,615.4
Perry,MO,29157,79,19194,411.6
Pettis,MO,29159,205,42490,482.5
Phelps,MO,29161,210,44414,472.8
Pike,MO,29163,71,17552,404.5
Platte,MO,29165,364,106532,341.7
Polk,MO,29167,170,32490,523.2
Pulaski,MO,29169,152,52709,288.4
Putnam,MO,29171,37,4688,789.2
Ralls,MO,29173,55,10299,534.0
Randolph,MO,29175,140,24409,573.6
Ray,MO,29177,121,22915,528.0
Reynolds,MO,29179,41,6198,661.5
Ripley,MO,29181,86,13300,646.6
St. Charles,MO,29183,1385,406204,341.0
St. Clair,MO,29185,58,9689,598.6
Ste. Genevieve,MO,29186,85,17924,474.2
St. Francois,MO,29187,363,66485,546.0
St. Louis,MO,29189,4329,994020,435.5
Saline,MO,29195,118,22858,516.2
Schuyler,MO,29197,17,4534,Unreliable
Scotland,MO,29199,20,4871,410.6
Scott,MO,29201,191,38288,498.9
Shannon,MO,29203,56,8203,682.7
Shelby,MO,29205,31,5919,523.7
Stoddard,MO,29207,157,29001,541.4
Stone,MO,29209,182,32465,560.6
Sullivan,MO,29211,33,6033,547.0
Taney,MO,29213,297,56104,529.4
Texas,MO,29215,163,25112,649.1
Vernon,MO,29217,115,20388,564.1
Warren,MO,29219,174,36594,475.5
Washington,MO,29221,148,24604,601.5
Wayne,MO,29223,90,12769,704.8
Webster,MO,29225,165,39859,414.0
Worth,MO,29227,22,1953,1126.5
Wright,MO,29229,143,18325,780.4
St. Louis city,MO,29510,1178,297645,395.8
Beaverhead,MT,30001,40,9483,421.8
Big Horn,MT,30003,59,13063,451.7
Blaine,MT,30005,23,6568,350.2
Broadwater,MT,30007,22,6444,341.4
Carbon,MT,30009,39,10921,357.1
Cascade,MT,30013,406,81346,499.1
Chouteau,MT,30015,26,5699,456.2
Custer,MT,30017,55,11292,487.1
Dawson,MT,30021,39,8555,455.9
Deer Lodge,MT,30023,53,9204,575.8
Fergus,MT,30027,64,11104,576.4
Flathead,MT,30029,463,105851,437.4
Gallatin,MT,30031,260,116806,222.6
Glacier,MT,30035,55,13594,404.6
Granite,MT,30039,17,3317,Unreliable
Hill,MT,30041,60,16358,366.8
Jefferson,MT,30043,47,12360,380.3
Lake,MT,30047,136,30986,438.9
Lewis and Clark,MT,30049,312,70229,444.3
Liberty,MT,30051,10,2369,Unreliable
Lincoln,MT,30053,127,20343,624.3
Madison,MT,30057,41,8959,457.6
Mineral,MT,30061,22,4544,484.2
Missoula,MT,30063,389,121630,319.8
Musselshell,MT,30065,25,4669,535.4
Park,MT,30067,65,16760,387.8
Phillips,MT,30071,22,3919,561.4
Pondera,MT,30073,39,5782,674.5
Powder River,MT,30075,10,1681,Unreliable
Powell,MT,30077,30,6817,440.1
Ravalli,MT,30081,217,45002,482.2
Richland,MT,30083,38,11043,344.1
Roosevelt,MT,30085,66,10964,602.0
Rosebud,MT,30087,42,8836,475.3
Sanders,MT,30089,76,12157,625.2
Sheridan,MT,30091,18,3261,Unreliable
Silver Bow,MT,30093,177,35180,503.1
Stillwater,MT,30095,41,9888,414.6
Sweet Grass,MT,30097,26,3684,705.8
Teton,MT,30099,33,6249,528.1
Toole,MT,30101,25,4686,533.5
Valley,MT,30105,31,7359,421.3
Yellowstone,MT,30111,638,162990,391.4
Adams,NE,31001,144,31321,459.8
Antelope,NE,31003,29,6264,463.0
Boone,NE,31011,26,5096,510.2
Box Butte,NE,31013,55,10696,514.2
Boyd,NE,31015,14,1860,Unreliable
Brown,NE,31017,18,2981,Unreliable
Buffalo,NE,31019,165,50114,329.2
Burt,NE,31021,40,6477,617.6
Butler,NE,31023,41,7960,515.1
Cass,NE,31025,91,26232,346.9
Cedar,NE,31027,48,8414,570.5
Chase,NE,31029,22,3840,572.9
Cherry,NE,31031,16,5781,Unreliable
Cheyenne,NE,31033,48,9111,526.8
Clay,NE,31035,27,6216,434.4
Colfax,NE,31037,28,10587,264.5
Cuming,NE,31039,29,8798,329.6
Custer,NE,31041,46,10626,432.9
Dakota,NE,31043,75,20070,373.7
Dawes,NE,31045,38,8361,454.5
Dawson,NE,31047,100,23510,425.4
Dixon,NE,31051,16,5596,Unreliable
