county_name,state,county_code,deaths,population,crude_rate
Lake,SD,46079,51,12488,408.4
Lawrence,SD,46081,95,26221,362.3
Lincoln,SD,46083,145,63019,230.1
Lyman,SD,46085,16,3797,Unreliable
McCook,SD,46087,33,5520,597.8
McPherson,SD,46089,14,2363,Unreliable
Marshall,SD,46091,26,4884,532.4
Meade,SD,46093,87,28588,304.3
Mellette,SD,46095,16,2089,Unreliable
Miner,SD,46097,18,2202,Unreliable
Minnehaha,SD,46099,637,196659,323.9
Moody,SD,46101,32,6525,490.4
Pennington,SD,46103,414,115926,357.1
Perkins,SD,46105,20,2832,706.2
Potter,SD,46107,12,2163,Unreliable
Roberts,SD,46109,59,10331,571.1
Sanborn,SD,46111,17,2322,Unreliable
Shannon,SD,46113,48,14070,341.2
Spink,SD,46115,29,6319,458.9
Todd,SD,46121,43,10313,416.9
Tripp,SD,46123,25,5377,464.9
Turner,SD,46125,44,8368,525.8
Union,SD,46127,49,16192,302.6
Walworth,SD,46129,27,5336,506.0
Yankton,SD,46135,100,22742,439.7
Anderson,TN,47001,476,77558,613.7
Bedford,TN,47003,234,50179,466.3
Benton,TN,47005,113,16131,700.5
Bledsoe,TN,47007,64,15223,420.4
Blount,TN,47009,810,134751,601.1
Bradley,TN,47011,591,109071,541.8
Campbell,TN,47013,266,39837,667.7
Cannon,TN,47015,77,14847,518.6
Carroll,TN,47017,207,27779,745.2
Carter,TN,47019,367,56418,650.5
Cheatham,TN,47021,200,41101,486.6
Chester,TN,47023,99,17432,567.9
Claiborne,TN,47025,197,32023,615.2
Clay,TN,47027,70,7629,917.6
Cocke,TN,47029,294,36225,811.6
Coffee,TN,47031,413,57632,716.6
Crockett,TN,47033,75,14180,528.9
Cumberland,TN,47035,438,61603,711.0
Davidson,TN,47037,2202,694176,317.2
Decatur,TN,47039,80,11601,689.6
DeKalb,TN,47041,117,20837,561.5
Dickson,TN,47043,267,54376,491.0
Dyer,TN,47045,222,36693,605.0
Fayette,TN,47047,241,41620,579.0
Fentress,TN,47049,124,18787,660.0
Franklin,TN,47051,257,42485,604.9
Gibson,TN,47053,313,49159,636.7
Giles,TN,47055,199,29530,673.9
Grainger,TN,47057,145,23565,615.3
Greene,TN,47059,470,69571,675.6
Grundy,TN,47061,92,13485,682.2
Hamblen,TN,47063,403,65110,619.0
Hamilton,TN,47065,1721,371662,463.1
Hancock,TN,47067,54,6493,831.7
Hardeman,TN,47069,151,24836,608.0
Hardin,TN,47071,163,25583,637.1
Hawkins,TN,47073,416,56775,732.7
Haywood,TN,47075,101,17002,594.0
Henderson,TN,47077,174,28076,619.7
Henry,TN,47079,242,32056,754.9
Hickman,TN,47081,171,25387,673.6
Houston,TN,47083,51,8292,615.1
Humphreys,TN,47085,101,18590,543.3
Jackson,TN,47087,88,11864,741.7
Jefferson,TN,47089,313,55307,565.9
Johnson,TN,47091,117,17849,655.5
Knox,TN,47093,2292,475609,481.9
Lake,TN,47095,51,6988,729.8
Lauderdale,TN,47097,140,25451,550.1
Lawrence,TN,47099,287,44432,645.9
Lewis,TN,47101,91,12363,736.1
Lincoln,TN,47103,230,34540,665.9
Loudon,TN,47105,360,54910,655.6
McMinn,TN,47107,376,54208,693.6
McNairy,TN,47109,179,25696,696.6
Macon,TN,47111,151,24827,608.2
Madison,TN,47113,492,98360,500.2
Marion,TN,47115,175,28924,605.0
Marshall,TN,47117,164,35016,468.4
Maury,TN,47119,501,99590,503.1
Meigs,TN,47121,94,12532,750.1
Monroe,TN,47123,272,47177,576.6
Montgomery,TN,47125,688,214251,321.1
Moore,TN,47127,31,6438,481.5
Morgan,TN,47129,135,21431,629.9
Obion,TN,47131,184,30131,610.7
Overton,TN,47133,141,22566,624.8
Perry,TN,47135,58,8099,716.1
Pickett,TN,47137,41,5061,810.1
Polk,TN,47139,123,16835,730.6
Putnam,TN,47141,406,80929,501.7
Rhea,TN,47143,219,33443,654.8
Roane,TN,47145,352,53841,653.8
Robertson,TN,47147,424,72275,586.6
Rutherford,TN,47149,1069,339261,315.1
Scott,TN,47151,119,22090,538.7
Sequatchie,TN,47153,75,15176,494.2
Sevier,TN,47155,510,99244,513.9
Shelby,TN,47157,4247,936017,453.7
Smith,TN,47159,114,20285,562.0
Stewart,TN,47161,96,13859,692.7
Sullivan,TN,47163,1063,158755,669.6
Sumner,TN,47165,835,195561,427.0
Tipton,TN,47167,327,61918,528.1
Trousdale,TN,47169,48,11455,419.0
Unicoi,TN,47171,130,17755,732.2
Union,TN,47173,103,20187,510.2
Van Buren,TN,47175,32,5947,538.1
Warren,TN,47177,247,41605,593.7
Washington,TN,47179,715,130367,548.5
Wayne,TN,47181,101,16524,611.2
Weakley,TN,47183,209,33334,627.0
White,TN,47185,169,27707,610.0
Williamson,TN,47187,700,245348,285.3
Wilson,TN,47189,559,148130,377.4
Anderson,TX,48001,291,57805,503.4
Andrews,TX,48003,60,18879,317.8
Angelina,TX,48005,423,86796,487.3
Aransas,TX,48007,155,23814,650.9
Archer,TX,48009,40,8730,458.2
Armstrong,TX,48011,13,1869,Unreliable
Atascosa,TX,48013,217,51724,419.5
Austin,TX,48015,150,29972,500.5
Bailey,TX,48017,22,6697,328.5
Bandera,TX,48019,133,23861,557.4
Bastrop,TX,48021,346,91601,377.7
Baylor,TX,48023,30,3518,852.8
Bee,TX,48025,134,32513,412.1
Bell,TX,48027,1201,369927,324.7
Bexar,TX,48029,6551,2026823,323.2
Blanco,TX,48031,53,12269,432.0
Bosque,TX,48035,114,18603,612.8
Bowie,TX,48037,510,93481,545.6
Brazoria,TX,48039,1132,380518,297.5
Brazos,TX,48041,525,232555,225.8
Brewster,TX,48043,23,9237,249.0
Brooks,TX,48047,41,6964,588.7
Brown,TX,48049,265,37633,704.2
Burleson,TX,48051,91,18514,491.5
Burnet,TX,48053,243,49653,489.4
Caldwell,TX,48055,168,43979,382.0
Calhoun,TX,48057,101,21001,480.9
Callahan,TX,48059,73,14110,517.4
Cameron,TX,48061,1479,424180,348.7
Camp,TX,48063,68,13060,520.7
Carson,TX,48065,38,5854,649.1
Cass,TX,48067,200,29879,669.4
Castro,TX,48069,20,7396,270.4
Chambers,TX,48071,135,45590,296.1
Cherokee,TX,48073,240,52875,453.9
Childress,TX,48075,32,7143,448.0
Clay,TX,48077,64,10550,606.6
Cochran,TX,48079,13,2897,Unreliable
Coke,TX,48081,26,3323,782.4
Coleman,TX,48083,63,8100,777.8
Collin,TX,48085,2465,1072069,229.9
Collingsworth,TX,48087,13,2877,Unreliable
Colorado,TX,48089,129,21610,596.9
Comal,TX,48091,661,164812,401.1
Comanche,TX,48093,88,13750,640.0
Concho,TX,48095,10,2827,Unreliable
Cooke,TX,48097,192,41393,463.8
Coryell,TX,48099,261,76737,340.1
Crane,TX,48103,19,4765,Unreliable
Crockett,TX,48105,16,3513,Unreliable
Crosby,TX,48107,21,5567,377.2
Culberson,TX,48109,14,2149,Unreliable
Dallam,TX,48111,27,7273,371.2
Dallas,TX,48113,7522,2635888,285.4
Dawson,TX,48115,77,12974,593.5
Deaf Smith,TX,48117,58,18277,317.3
Delta,TX,48119,35,5349,654.3
Denton,TX,48121,2110,919324,229.5
DeWitt,TX,48123,95,20174,470.9
Dickens,TX,48125,10,2140,Unreliable
Dimmit,TX,48127,42,9925,423.2
Donley,TX,48129,31,3308,937.1
Duval,TX,48131,64,11058,578.8
Eastland,TX,48133,138,18388,750.5
Ector,TX,48135,637,167701,379.8
Edwards,TX,48137,13,1923,Unreliable
Ellis,TX,48139,639,191760,333.2
El Paso,TX,48141,2816,841286,334.7
Erath,TX,48143,149,43224,344.7
Falls,TX,48145,84,17275,486.3
Fannin,TX,48147,217,35913,604.2
Fayette,TX,48149,149,25547,583.2
Fisher,TX,48151,26,3784,687.1
Floyd,TX,48153,40,5672,705.2
Foard,TX,48155,11,1135,Unreliable
Fort Bend,TX,48157,1761,839706,209.7
Franklin,TX,48159,63,10821,582.2
Freestone,TX,48161,107,19874,538.4
Frio,TX,48163,78,20379,382.7
Gaines,TX,48165,64,21996,291.0
Galveston,TX,48167,1314,345089,380.8
Garza,TX,48169,24,6222,385.7
Gillespie,TX,48171,175,26960,649.1
Goliad,TX,48175,37,7626,485.2
Gonzales,TX,48177,76,20948,362.8
Gray,TX,48179,117,21658,540.2
Grayson,TX,48181,694,138318,501.7
Gregg,TX,48183,661,124229,532.1
Grimes,TX,48185,136,29614,459.2
Guadalupe,TX,48187,547,170608,320.6
Hale,TX,48189,132,32754,403.0
Hall,TX,48191,30,2939,1020.8
Hamilton,TX,48193,54,8557,631.1
Hansford,TX,48195,27,5279,511.5
Hardeman,TX,48197,27,4011,673.1
Hardin,TX,48199,256,58305,439.1
Harris,TX,48201,12128,4738253,256.0
Harrison,TX,48203,298,66386,448.9
Hartley,TX,48205,19,5443,Unreliable
Haskell,TX,48207,17,5754,Unreliable
Hays,TX,48209,599,241365,248.2
Hemphill,TX,48211,22,3777,582.5
Henderson,TX,48213,548,83792,654.0
Hidalgo,TX,48215,2289,875200,261.5
Hill,TX,48217,218,37006,589.1
Hockley,TX,48219,136,22921,593.3
Hood,TX,48221,402,63527,632.8
Hopkins,TX,48223,207,37170,556.9
Houston,TX,48225,158,22835,691.9
Howard,TX,48227,172,36540,470.7
Hudspeth,TX,48229,14,4906,Unreliable
Hunt,TX,48231,472,99807,472.9
Hutchinson,TX,48233,117,20677,565.8
Jack,TX,48237,41,9056,452.7
Jackson,TX,48239,65,14854,437.6
Jasper,TX,48241,204,35375,576.7
Jeff Davis,TX,48243,16,2220,Unreliable
Jefferson,TX,48245,960,250127,383.8
Jim Hogg,TX,48247,22,5184,424.4
Jim Wells,TX,48249,191,40452,472.2
Johnson,TX,48251,806,179575,448.8
Jones,TX,48253,90,19875,452.8
Karnes,TX,48255,66,15562,424.1
Kaufman,TX,48257,519,143198,362.4
Kendall,TX,48259,213,48523,439.0
Kerr,TX,48265,346,52869,654.4
Kimble,TX,48267,22,4396,500.5
Kinney,TX,48271,18,3670,Unreliable
Kleberg,TX,48273,106,30338,349.4
Knox,TX,48275,22,3683,597.3
Lamar,TX,48277,273,49905,547.0
Lamb,TX,48279,80,12710,629.4
Lampasas,TX,48281,115,21789,527.8
La Salle,TX,48283,29,7500,386.7
Lavaca,TX,48285,101,20216,499.6
Lee,TX,48287,71,17397,408.1
Leon,TX,48289,117,17493,668.8
Liberty,TX,48291,352,91547,384.5
Limestone,TX,48293,146,23340,625.5
Lipscomb,TX,48295,15,3111,Unreliable
Live Oak,TX,48297,44,12324,357.0
Llano,TX,48299,153,21958,696.8
Lubbock,TX,48303,1286,314772,408.5
Lynn,TX,48305,30,6025,497.9
McCulloch,TX,48307,52,7823,664.7
McLennan,TX,48309,1095,259730,421.6
Madison,TX,48313,68,14427,471.3
Marion,TX,48315,67,9960,672.7
Martin,TX,48317,12,5816,Unreliable
Mason,TX,48319,34,4344,782.7
Matagorda,TX,48321,166,36725,452.0
Maverick,TX,48323,220,58378,376.9
Medina,TX,48325,222,52358,424.0
Menard,TX,48327,11,2124,Unreliable
Midland,TX,48329,547,177863,307.5
Milam,TX,48331,127,24708,514.0
Mills,TX,48333,34,4840,702.5
Mitchell,TX,48335,35,8202,426.7
Montague,TX,48337,150,19962,751.4
Montgomery,TX,48339,1900,626351,303.3
Moore,TX,48341,64,20654,309.9
Morris,TX,48343,90,12393,726.2
Motley,TX,48345,12,1185,Unreliable
Nacogdoches,TX,48347,260,64753,401.5
Navarro,TX,48349,257,50694,507.0
Newton,TX,48351,56,13414,417.5
Nolan,TX,48353,91,14835,613.4
Nueces,TX,48355,1382,363148,380.6
Ochiltree,TX,48357,33,9598,343.8
Orange,TX,48361,377,82878,454.9
Palo Pinto,TX,48363,170,29320,579.8
Panola,TX,48365,148,23187,638.3
Parker,TX,48367,665,148198,448.7
Parmer,TX,48369,40,9522,420.1
Pecos,TX,48371,65,15718,413.5
Polk,TX,48373,337,52995,635.9
Potter,TX,48375,585,116004,504.3
Presidio,TX,48377,30,6508,461.0
Rains,TX,48379,67,12552,533.8
Randall,TX,48381,546,139899,390.3
Reagan,TX,48383,19,3833,Unreliable
Real,TX,48385,26,3411,762.2
Red River,TX,48387,94,11995,783.7
Reeves,TX,48389,43,15949,269.6
Refugio,TX,48391,40,6877,581.6
Robertson,TX,48395,107,17155,623.7
Rockwall,TX,48397,304,109888,276.6
Runnels,TX,48399,65,10401,624.9
Rusk,TX,48401,278,54324,511.7
Sabine,TX,48403,88,10507,837.5
San Augustine,TX,48405,56,8248,679.0
San Jacinto,TX,48407,165,29301,563.1
San Patricio,TX,48409,295,67069,439.8
San Saba,TX,48411,35,6039,579.6
Scurry,TX,48415,96,16662,576.2
Shackelford,TX,48417,14,3300,Unreliable
Shelby,TX,48419,122,24915,489.7
Sherman,TX,48421,13,3027,Unreliable
Smith,TX,48423,1047,235806,444.0
Somervell,TX,48425,58,9139,634.6
Starr,TX,48427,205,64266,319.0
Stephens,TX,48429,47,9334,503.5
Sutton,TX,48435,16,3738,Unreliable
Swisher,TX,48437,44,7340,599.5
Tarrant,TX,48439,6298,2123347,296.6
Taylor,TX,48441,638,139200,458.3
Terry,TX,48445,76,12183,623.8
Throckmorton,TX,48447,12,1487,Unreliable
Titus,TX,48449,143,32926,434.3
Tom Green,TX,48451,538,120010,448.3
Travis,TX,48453,2634,1300503,202.5
Trinity,TX,48455,98,14883,658.5
Tyler,TX,48457,133,21591,616.0
Upshur,TX,48459,242,42166,573.9
Upton,TX,48461,15,3623,Unreliable
Uvalde,TX,48463,120,26742,448.7
Val Verde,TX,48465,180,49028,367.1
Van Zandt,TX,48467,344,57533,597.9
Victoria,TX,48469,417,91936,453.6
Walker,TX,48471,254,72164,352.0
Waller,TX,48473,219,57452,381.2
Ward,TX,48475,54,12097,446.4
Washington,TX,48477,184,35771,514.4
Webb,TX,48479,736,277681,265.1
Wharton,TX,48481,197,41685,472.6
Wheeler,TX,48483,32,4946,647.0
Wichita,TX,48485,666,133205,500.0
Wilbarger,TX,48487,64,12552,509.9
Willacy,TX,48489,97,21161,458.4
Williamson,TX,48491,1511,617855,244.6
Wilson,TX,48493,186,52023,357.5
Winkler,TX,48495,23,7887,291.6
Wise,TX,48497,322,71084,453.0
Wood,TX,48499,321,46291,693.4
Yoakum,TX,48501,28,8702,321.8
Young,TX,48503,126,17904,703.8
Zapata,TX,48505,50,14172,352.8
Zavala,TX,48507,52,11840,439.2
Beaver,UT,49001,28,6761,414.1
Box Elder,UT,49003,201,57007,352.6
Cache,UT,49005,300,130004,230.8
Carbon,UT,49007,112,20760,539.5
Davis,UT,49011,827,359232,230.2
Duchesne,UT,49013,66,19894,331.8
Emery,UT,49015,51,10147,502.6
Garfield,UT,49017,21,5050,415.8
Grand,UT,49019,31,9796,316.5
Iron,UT,49021,180,56814,316.8
Juab,UT,49023,39,12122,321.7
Kane,UT,49025,31,7914,391.7
Millard,UT,49027,50,13327,375.2
Morgan,UT,49029,21,12462,168.5
Salt Lake,UT,49035,3109,1165517,266.7
San Juan,UT,49037,41,15278,268.4
Sanpete,UT,49039,113,31393,360.0
Sevier,UT,49041,88,21780,404.0
Summit,UT,49043,79,42499,185.9
Tooele,UT,49045,182,74512,244.3
Uintah,UT,49047,129,35970,358.6
Utah,UT,49049,1264,651059,194.1
Wasatch,UT,49051,84,35300,238.0
Washington,UT,49053,797,184913,431.0
Wayne,UT,49055,13,2759,Unreliable
Weber,UT,49057,812,262658,309.1
Addison,VT,50001,151,36851,409.8
Bennington,VT,50003,227,35338,642.4
Caledonia,VT,50005,157,29705,528.5
Chittenden,VT,50007,530,164306,322.6
Essex,VT,50009,26,6123,424.6
Franklin,VT,50011,207,49685,416.6
Grand Isle,VT,50013,32,7169,446.4
Lamoille,VT,50015,92,25341,363.0
Orange,VT,50017,123,28837,426.5
Orleans,VT,50019,150,26897,557.7
Rutland,VT,50021,291,57764,503.8
Washington,VT,50023,245,58328,420.0
Windham,VT,50025,209,42015,497.4
Windsor,VT,50027,270,54988,491.0
Accomack,VA,51001,220,32238,682.4
Albemarle,VA,51003,361,110652,326.2
Alleghany,VA,51005,94,14701,639.4
Amelia,VA,51007,69,13014,530.2
Amherst,VA,51009,166,31667,524.2
Appomattox,VA,51011,83,16043,517.4
Arlington,VA,51013,439,240119,182.8
Augusta,VA,51015,372,76544,486.0
Bath,VA,51017,30,4119,728.3
Bedford,VA,51019,396,79811,496.2
Bland,VA,51021,32,6239,512.9
Botetourt,VA,51023,175,33633,520.3
Brunswick,VA,51025,96,16037,598.6
Buchanan,VA,51027,169,20613,819.9
Buckingham,VA,51029,88,17168,512.6
Campbell,VA,51031,287,55304,518.9
Caroline,VA,51033,142,30860,460.1
Carroll,VA,51035,190,30074,631.8
Charles City,VA,51036,44,6821,645.1
Charlotte,VA,51037,74,11820,626.1
Chesterfield,VA,51041,1261,358245,352.0
Clarke,VA,51043,83,14622,567.6
Craig,VA,51045,29,5077,571.2
Culpeper,VA,51047,243,53569,453.6
Cumberland,VA,51049,65,9933,654.4
Dickenson,VA,51051,103,14078,731.6
Dinwiddie,VA,51053,147,28688,512.4
Essex,VA,51057,64,10943,584.8
Fairfax,VA,51059,2246,1150847,195.2
Fauquier,VA,51061,282,71361,395.2
Floyd,VA,51063,91,15777,576.8
Fluvanna,VA,51065,94,27422,342.8
Franklin,VA,51067,319,56167,567.9
Frederick,VA,51069,364,91119,399.5
Giles,VA,51071,110,16663,660.1
Gloucester,VA,51073,194,37459,517.9
Goochland,VA,51075,103,24431,421.6
Grayson,VA,51077,100,15493,645.5
Greene,VA,51079,79,20131,392.4
Greensville,VA,51081,55,11280,487.6
Halifax,VA,51083,209,33633,621.4
Hanover,VA,51085,497,108262,459.1
Henrico,VA,51087,1394,333766,417.7
Henry,VA,51089,375,50309,745.4
Highland,VA,51091,10,2200,Unreliable
Isle of Wight,VA,51093,164,37725,434.7
James City,VA,51095,372,77612,479.3
King and Queen,VA,51097,40,6942,576.2
King George,VA,51099,85,27381,310.4
King William,VA,51101,84,17641,476.2
Lancaster,VA,51103,91,10618,857.0
Lee,VA,51105,159,23238,684.2
Loudoun,VA,51107,755,422784,178.6
Louisa,VA,51109,210,38132,550.7
Lunenburg,VA,51111,67,12267,546.2
Madison,VA,51113,71,13312,533.4
Mathews,VA,51115,55,8766,627.4
Mecklenburg,VA,51117,224,30679,730.1
Middlesex,VA,51119,82,10569,775.9
Montgomery,VA,51121,315,98391,320.2
Nelson,VA,51125,108,14755,732.0
New Kent,VA,51127,96,23648,406.0
Northampton,VA,51131,80,11673,685.3
Northumberland,VA,51133,94,12069,778.9
Nottoway,VA,51135,104,15160,686.0
Orange,VA,51137,212,37695,562.4
Page,VA,51139,160,23933,668.5
Patrick,VA,51141,137,17493,783.2
Pittsylvania,VA,51143,377,59850,629.9
Powhatan,VA,51145,122,30148,404.7
Prince Edward,VA,51147,123,23006,534.6
Prince George,VA,51149,115,38686,297.3
Prince William,VA,51153,1004,475533,211.1
Pulaski,VA,51155,234,33935,689.6
Rappahannock,VA,51157,37,7260,509.6
Richmond,VA,51159,47,9071,518.1
Roanoke,VA,51161,485,94509,513.2
Rockbridge,VA,51163,122,22757,536.1
Rockingham,VA,51165,394,82346,478.5
Russell,VA,51167,173,26647,649.2
Scott,VA,51169,127,21629,587.2
Shenandoah,VA,51171,241,43905,548.9
Smyth,VA,51173,217,30090,721.2
Southampton,VA,51175,106,17636,601.0
Spotsylvania,VA,51177,521,138449,376.3
Stafford,VA,51179,405,156748,258.4
Surry,VA,51181,49,6385,767.4
Sussex,VA,51183,68,10925,622.4
Tazewell,VA,51185,280,40529,690.9
Warren,VA,51187,211,40475,521.3
Washington,VA,51191,330,53695,614.6
Westmoreland,VA,51193,129,18149,710.8
Wise,VA,51195,234,37206,628.9
Wythe,VA,51197,176,28620,615.0
York,VA,51199,218,69199,315.0
Alexandria city,VA,51510,335,158726,211.1
Bristol city,VA,51520,135,17329,779.0
Buena Vista city,VA,51530,40,6402,624.8
Charlottesville city,VA,51540,140,46950,298.2
Chesapeake city,VA,51550,854,247011,345.7
Colonial Heights city,VA,51570,120,17205,697.5
Covington city,VA,51580,34,5639,602.9
Danville city,VA,51590,316,39869,792.6
Emporia city,VA,51595,36,5257,684.8
Fairfax city,VA,51600,99,23429,422.6
Falls Church city,VA,51610,43,14631,293.9
Franklin city,VA,51620,78,7833,995.8
Fredericksburg city,VA,51630,106,29492,359.4
Galax city,VA,51640,35,6296,555.9
Hampton city,VA,51650,580,135464,428.2
Harrisonburg city,VA,51660,126,53204,236.8
Hopewell city,VA,51670,148,22375,661.5
Lexington city,VA,51678,20,7279,274.8
Lynchburg city,VA,51680,376,81561,461.0
Manassas city,VA,51683,100,40869,244.7
Manassas Park city,VA,51685,13,18004,Unreliable
Martinsville city,VA,51690,133,12355,1076.5
Newport News city,VA,51700,697,179062,389.3
Norfolk city,VA,51710,867,242803,357.1
Norton city,VA,51720,32,3985,803.0
Petersburg city,VA,51730,262,30446,860.5
Poquoson city,VA,51735,49,12257,399.8
Portsmouth city,VA,51740,523,95094,550.0
Radford city,VA,51750,48,18255,262.9
Richmond city,VA,51760,817,232226,351.8
Roanoke city,VA,51770,528,99058,533.0
Salem city,VA,51775,153,25340,603.8
Staunton city,VA,51790,139,25190,551.8
Suffolk city,VA,51800,372,93913,396.1
Virginia Beach city,VA,51810,1615,451231,357.9
Waynesboro city,VA,51820,144,22741,633.2
Williamsburg city,VA,51830,33,15259,216.3
Winchester city,VA,51840,113,27700,407.9
Adams,WA,53001,54,20027,269.6
Asotin,WA,53003,109,22820,477.7
Benton,WA,53005,753,206426,364.8
Chelan,WA,53007,320,77574,412.5
Clallam,WA,53009,495,78067,634.1
Clark,WA,53011,1695,496865,341.1
Columbia,WA,53013,26,4048,642.3
Cowlitz,WA,53015,513,111371,460.6
Douglas,WA,53017,143,43560,328.3
Ferry,WA,53019,54,7759,696.0
Franklin,WA,53021,199,97075,205.0
Garfield,WA,53023,13,2290,Unreliable
Grant,WA,53025,322,99377,324.0
Grays Harbor,WA,53027,420,75950,553.0
Island,WA,53029,318,86014,369.7
Jefferson,WA,53031,160,32700,489.3
King,WA,53033,5746,2274315,252.6
Kitsap,WA,53035,1039,272787,380.9
Kittitas,WA,53037,145,49204,294.7
Klickitat,WA,53039,102,22697,449.4
Lewis,WA,53041,422,82109,514.0
Lincoln,WA,53043,52,11090,468.9
Mason,WA,53045,329,68224,482.2
Okanogan,WA,53047,224,42620,525.6
Pacific,WA,53049,160,22984,696.1
Pend Oreille,WA,53051,91,14144,643.4
Pierce,WA,53053,3236,913890,354.1
San Juan,WA,53055,56,17492,320.1
Skagit,WA,53057,547,130789,418.2
Skamania,WA,53059,41,12107,338.6
Snohomish,WA,53061,2594,830393,312.4
Spokane,WA,53063,2114,528225,400.2
Stevens,WA,53065,223,46360,481.0
Thurston,WA,53067,1175,294074,399.6
Wahkiakum,WA,53069,24,4498,533.6
Walla Walla,WA,53071,293,61292,478.0
Whatcom,WA,53073,802,231016,347.2
Whitman,WA,53075,112,49500,226.3
Yakima,WA,53077,982,251879,389.9
Barbour,WV,54001,108,16444,656.8
Berkeley,WV,54003,563,122125,461.0
Boone,WV,54005,153,21055,726.7
Braxton,WV,54007,88,13702,642.2
Brooke,WV,54009,146,21674,673.6
Cabell,WV,54011,582,91589,635.4
Calhoun,WV,54013,46,6945,662.3
Clay,WV,54015,66,8341,791.3
Doddridge,WV,54017,38,8368,454.1
Fayette,WV,54019,286,42062,679.9
Gilmer,WV,54021,45,7811,576.1
Grant,WV,54023,58,11510,503.9
Greenbrier,WV,54025,274,34319,798.4
Hampshire,WV,54027,126,23190,543.3
Hancock,WV,54029,183,28571,640.5
Hardy,WV,54031,72,13633,528.1
Harrison,WV,54033,404,66870,604.2
Jackson,WV,54035,202,28453,709.9
Jefferson,WV,54037,276,57486,480.1
Kanawha,WV,54039,1152,176253,653.6
Lewis,WV,54041,114,15805,721.3
Lincoln,WV,54043,137,20043,683.5
Logan,WV,54045,228,31688,719.5
McDowell,WV,54047,144,16916,851.3
Marion,WV,54049,327,55962,584.3
Marshall,WV,54051,183,30103,607.9
Mason,WV,54053,185,26335,702.5
Mercer,WV,54055,447,58258,767.3
Mineral,WV,54057,171,26722,639.9
Mingo,WV,54059,179,22951,779.9
Monongalia,WV,54061,325,106819,304.3
Monroe,WV,54063,84,13229,635.0
Morgan,WV,54065,130,17873,727.4
Nicholas,WV,54067,176,24340,723.1
Ohio,WV,54069,252,41182,611.9
Pendleton,WV,54071,47,6932,678.0
Pleasants,WV,54073,42,7438,564.7
Pocahontas,WV,54075,66,8190,805.9
Preston,WV,54077,191,33380,572.2
Putnam,WV,54079,271,56428,480.3
Raleigh,WV,54081,482,72920,661.0
Randolph,WV,54083,176,28387,620.0
Ritchie,WV,54085,50,9499,526.4
Roane,WV,54087,94,13482,697.2
Summers,WV,54089,100,12444,803.6
Taylor,WV,54091,98,16699,586.9
Tucker,WV,54093,46,6816,674.9
Tyler,WV,54095,68,8533,796.9
Upshur,WV,54097,131,24230,540.7
Wayne,WV,54099,229,39054,586.4
Webster,WV,54101,51,8058,632.9
Wetzel,WV,54103,112,14904,751.5
Wirt,WV,54105,35,5705,613.5
Wood,WV,54107,516,82938,622.2
Wyoming,WV,54109,142,20123,705.7
Adams,WI,55001,144,20498,702.5
Ashland,WI,55003,88,15415,570.9
Barron,WI,55005,235,45090,521.2
Bayfield,WI,55007,71,15242,465.8
Brown,WI,55009,950,264610,359.0
Buffalo,WI,55011,55,13033,422.0
Burnett,WI,55013,93,15557,597.8
Calumet,WI,55015,148,50209,294.8
Chippewa,WI,55017,262,64737,404.7
Clark,WI,55019,164,34720,472.4
Columbia,WI,55021,214,57668,371.1
Crawford,WI,55023,82,16021,511.8
Dane,WI,55025,1465,552536,265.1
Dodge,WI,55027,416,87336,476.3
Door,WI,55029,166,27889,595.2
Douglas,WI,55031,206,43702,471.4
Dunn,WI,55033,155,45452,341.0
Eau Claire,WI,55035,361,105260,343.0
Florence,WI,55037,14,4298,Unreliable
Fond du Lac,WI,55039,467,102902,453.8
Forest,WI,55041,45,8960,502.2
Grant,WI,55043,199,51021,390.0
Green,WI,55045,161,36603,439.9
Green Lake,WI,55047,100,18908,528.9
Iowa,WI,55049,109,23640,461.1
Iron,WI,55051,34,5698,596.7
Jackson,WI,55053,89,20630,431.4
Jefferson,WI,55055,337,85038,396.3
Juneau,WI,55057,164,26908,609.5
Kenosha,WI,55059,733,169671,432.0
Kewaunee,WI,55061,81,20386,397.3
La Crosse,WI,55063,459,118502,387.3
Lafayette,WI,55065,60,16646,360.4
Langlade,WI,55067,117,19119,612.0
Lincoln,WI,55069,177,27566,642.1
Manitowoc,WI,55071,429,78757,544.7
Marathon,WI,55073,563,135593,415.2
Marinette,WI,55075,244,40262,606.0
Marquette,WI,55077,87,15585,558.2
Menominee,WI,55078,28,4546,615.9
Milwaukee,WI,55079,3621,945016,383.2
Monroe,WI,55081,220,46582,472.3
Oconto,WI,55083,180,38383,469.0
Oneida,WI,55085,221,35751,618.2
Outagamie,WI,55087,684,188766,362.4
Ozaukee,WI,55089,409,90043,454.2
Pepin,WI,55091,27,7271,371.3
Pierce,WI,55093,133,42700,311.5
Polk,WI,55095,194,43794,443.0
Portage,WI,55097,264,71032,371.7
Price,WI,55099,86,13245,649.3
Racine,WI,55101,913,195802,466.3
Richland,WI,55103,78,17258,452.0
Rock,WI,55105,758,163084,464.8
Rusk,WI,55107,74,14022,527.7
St. Croix,WI,55109,277,91838,301.6
Sauk,WI,55111,267,64449,414.3
Sawyer,WI,55113,79,16700,473.1
Shawano,WI,55115,201,40786,492.8
Sheboygan,WI,55117,531,115240,460.8
Taylor,WI,55119,84,20318,413.4
Trempealeau,WI,55121,119,29681,400.9
