county,state,county_code,deaths,population,crude_rate,year,death_rate_lag1
Hart County,KY,21099,95,19013,499.7,2022,NA
Henderson County,KY,21101,237,44740,529.7,2022,NA
Henry County,KY,21103,100,16067,622.4,2022,NA
Hickman County,KY,21105,37,4364,847.8,2022,NA
Hopkins County,KY,21107,246,44662,550.8,2022,NA
Jackson County,KY,21109,76,13340,569.7,2022,NA
Jefferson County,KY,21111,3451,767452,449.7,2022,NA
Jessamine County,KY,21113,220,54057,407.0,2022,NA
Johnson County,KY,21115,138,22002,627.2,2022,NA
Kenton County,KY,21117,661,167949,393.6,2022,NA
Knott County,KY,21119,83,14512,571.9,2022,NA
Knox County,KY,21121,203,31022,654.4,2022,NA
Larue County,KY,21123,82,14431,568.2,2022,NA
Laurel County,KY,21125,307,61238,501.3,2022,NA
Lawrence County,KY,21127,107,15436,693.2,2022,NA
Lee County,KY,21129,41,7268,564.1,2022,NA
Leslie County,KY,21131,67,9637,695.2,2022,NA
Letcher County,KY,21133,147,21213,693.0,2022,NA
Lewis County,KY,21135,89,13262,671.1,2022,NA
Lincoln County,KY,21137,149,24466,609.0,2022,NA
Livingston County,KY,21139,81,9041,895.9,2022,NA
Logan County,KY,21141,124,27416,452.3,2022,NA
Lyon County,KY,21143,59,8133,725.4,2022,NA
McCracken County,KY,21145,388,65644,591.1,2022,NA
McCreary County,KY,21147,101,17071,591.6,2022,NA
McLean County,KY,21149,54,9075,595.0,2022,NA
Madison County,KY,21151,378,94265,401.0,2022,NA
Magoffin County,KY,21153,60,12017,499.3,2022,NA
Marion County,KY,21155,97,19314,502.2,2022,NA
Marshall County,KY,21157,184,31163,590.4,2022,NA
Martin County,KY,21159,64,11031,580.2,2022,NA
Mason County,KY,21161,101,17035,592.9,2022,NA
Meade County,KY,21163,108,28616,377.4,2022,NA
Menifee County,KY,21165,34,6502,522.9,2022,NA
Mercer County,KY,21167,110,21889,502.5,2022,NA
Metcalfe County,KY,21169,71,10058,705.9,2022,NA
Monroe County,KY,21171,78,10549,739.4,2022,NA
Montgomery County,KY,21173,144,28186,510.9,2022,NA
Morgan County,KY,21175,79,13142,601.1,2022,NA
Muhlenberg County,KY,21177,187,30457,614.0,2022,NA
Nelson County,KY,21179,186,46450,400.4,2022,NA
Nicholas County,KY,21181,51,7234,705.0,2022,NA
Ohio County,KY,21183,142,23899,594.2,2022,NA
Oldham County,KY,21185,178,66999,265.7,2022,NA
Owen County,KY,21187,59,11017,535.5,2022,NA
Owsley County,KY,21189,37,4331,854.3,2022,NA
Pendleton County,KY,21191,64,14586,438.8,2022,NA
Perry County,KY,21193,191,25456,750.3,2022,NA
Pike County,KY,21195,376,57057,659.0,2022,NA
Powell County,KY,21197,90,12218,736.6,2022,NA
Pulaski County,KY,21199,362,65530,552.4,2022,NA
Rockcastle County,KY,21203,97,16750,579.1,2022,NA
Rowan County,KY,21205,100,24682,405.2,2022,NA
Russell County,KY,21207,97,17998,538.9,2022,NA
Scott County,KY,21209,184,58470,314.7,2022,NA
Shelby County,KY,21211,187,49611,376.9,2022,NA
Simpson County,KY,21213,107,18635,574.2,2022,NA
Spencer County,KY,21215,67,19585,342.1,2022,NA
Taylor County,KY,21217,143,25707,556.3,2022,NA
Todd County,KY,21219,56,12448,449.9,2022,NA
Trigg County,KY,21221,88,14776,595.6,2022,NA
Trimble County,KY,21223,47,8481,554.2,2022,NA
Union County,KY,21225,73,14443,505.4,2022,NA
Warren County,KY,21227,475,134510,353.1,2022,NA
Washington County,KY,21229,59,12147,485.7,2022,NA
Wayne County,KY,21231,109,20209,539.4,2022,NA
Webster County,KY,21233,75,12923,580.4,2022,NA
Whitley County,KY,21235,212,36451,581.6,2022,NA
Wolfe County,KY,21237,51,7106,717.7,2022,NA
Woodford County,KY,21239,111,26765,414.7,2022,NA
Acadia Parish,LA,22001,284,61918,458.7,2022,NA
Allen Parish,LA,22003,118,25440,463.8,2022,NA
Ascension Parish,LA,22005,362,128665,281.4,2022,NA
Assumption Parish,LA,22007,91,21621,420.9,2022,NA
Avoyelles Parish,LA,22009,210,39966,525.4,2022,NA
Beauregard Parish,LA,22011,158,37881,417.1,2022,NA
Bienville Parish,LA,22013,80,12983,616.2,2022,NA
Bossier Parish,LA,22015,480,127275,377.1,2022,NA
Caddo Parish,LA,22017,1167,237479,491.4,2022,NA
Calcasieu Parish,LA,22019,826,203310,406.3,2022,NA
Caldwell Parish,LA,22021,66,9839,670.8,2022,NA
Cameron Parish,LA,22023,13,7003,Unreliable,2022,NA
Catahoula Parish,LA,22025,45,9226,487.8,2022,NA
Claiborne Parish,LA,22027,66,15508,425.6,2022,NA
Concordia Parish,LA,22029,114,18914,602.7,2022,NA
De Soto Parish,LA,22031,131,27650,473.8,2022,NA
East Baton Rouge Parish,LA,22033,1787,439729,406.4,2022,NA
East Carroll Parish,LA,22035,26,6589,394.6,2022,NA
East Feliciana Parish,LA,22037,93,18882,492.5,2022,NA
Evangeline Parish,LA,22039,145,33276,435.7,2022,NA
Franklin Parish,LA,22041,130,19723,659.1,2022,NA
Grant Parish,LA,22043,113,22254,507.8,2022,NA
Iberia Parish,LA,22045,338,68991,489.9,2022,NA
Iberville Parish,LA,22047,143,32070,445.9,2022,NA
Jackson Parish,LA,22049,80,15574,513.7,2022,NA
Jefferson Parish,LA,22051,1673,432346,387.0,2022,NA
Jefferson Davis Parish,LA,22053,150,31208,480.6,2022,NA
Lafayette Parish,LA,22055,885,246518,359.0,2022,NA
Lafourche Parish,LA,22057,424,97596,434.4,2022,NA
LaSalle Parish,LA,22059,96,15021,639.1,2022,NA
Lincoln Parish,LA,22061,169,46552,363.0,2022,NA
Livingston Parish,LA,22063,552,143737,384.0,2022,NA
Madison Parish,LA,22065,37,10635,347.9,2022,NA
Morehouse Parish,LA,22067,157,24227,648.0,2022,NA
Natchitoches Parish,LA,22069,185,37655,491.3,2022,NA
Orleans Parish,LA,22071,1273,389476,326.8,2022,NA
Ouachita Parish,LA,22073,708,152439,464.4,2022,NA
Plaquemines Parish,LA,22075,75,23113,324.5,2022,NA
Pointe Coupee Parish,LA,22077,126,21529,585.3,2022,NA
Rapides Parish,LA,22079,682,128567,530.5,2022,NA
Red River Parish,LA,22081,31,8286,374.1,2022,NA
Richland Parish,LA,22083,98,20014,489.7,2022,NA
Sabine Parish,LA,22085,125,23803,525.1,2022,NA
St. Bernard Parish,LA,22087,141,47647,295.9,2022,NA
St. Charles Parish,LA,22089,182,52987,343.5,2022,NA
St. Helena Parish,LA,22091,47,10081,466.2,2022,NA
St. James Parish,LA,22093,79,20727,381.1,2022,NA
St. John the Baptist Parish,LA,22095,154,42516,362.2,2022,NA
St. Landry Parish,LA,22097,433,81440,531.7,2022,NA
St. Martin Parish,LA,22099,254,52954,479.7,2022,NA
St. Mary Parish,LA,22101,262,48330,542.1,2022,NA
St. Tammany Parish,LA,22103,1042,263446,395.5,2022,NA
Tangipahoa Parish,LA,22105,567,136765,414.6,2022,NA
Tensas Parish,LA,22107,20,4178,478.7,2022,NA
Terrebonne Parish,LA,22109,441,109859,401.4,2022,NA
Union Parish,LA,22111,157,22170,708.2,2022,NA
Vermilion Parish,LA,22113,243,59378,409.2,2022,NA
Vernon Parish,LA,22115,193,47894,403.0,2022,NA
Washington Parish,LA,22117,266,45773,581.1,2022,NA
Webster Parish,LA,22119,219,37943,577.2,2022,NA
West Baton Rouge Parish,LA,22121,91,26792,339.7,2022,NA
West Carroll Parish,LA,22123,66,10646,620.0,2022,NA
West Feliciana Parish,LA,22125,53,15465,342.7,2022,NA
Winn Parish,LA,22127,68,13839,491.4,2022,NA
Androscoggin County,ME,23001,556,108547,512.2,2022,NA
Aroostook County,ME,23003,469,66804,702.1,2022,NA
Cumberland County,ME,23005,1293,298111,433.7,2022,NA
Franklin County,ME,23007,146,29986,486.9,2022,NA
Hancock County,ME,23009,257,55088,466.5,2022,NA
Kennebec County,ME,23011,642,122955,522.1,2022,NA
Knox County,ME,23013,193,39951,483.1,2022,NA
Lincoln County,ME,23015,198,34775,569.4,2022,NA
Oxford County,ME,23017,315,58132,541.9,2022,NA
Penobscot County,ME,23019,794,151655,523.6,2022,NA
Piscataquis County,ME,23021,106,16996,623.7,2022,NA
Sagadahoc County,ME,23023,161,36044,446.7,2022,NA
Somerset County,ME,23025,299,50635,590.5,2022,NA
Waldo County,ME,23027,214,39923,536.0,2022,NA
Washington County,ME,23029,233,31473,740.3,2022,NA
York County,ME,23031,923,209066,441.5,2022,NA
Allegany County,MD,24001,425,70057,606.6,2022,NA
Anne Arundel County,MD,24003,2022,582777,347.0,2022,NA
Baltimore County,MD,24005,3606,826017,436.6,2022,NA
Calvert County,MD,24009,329,93072,353.5,2022,NA
Caroline County,MD,24011,166,33492,495.6,2022,NA
Carroll County,MD,24013,755,169092,446.5,2022,NA
Cecil County,MD,24015,532,103419,514.4,2022,NA
Charles County,MD,24017,573,164436,348.5,2022,NA
Dorchester County,MD,24019,196,31853,615.3,2022,NA
Frederick County,MD,24021,894,265161,337.2,2022,NA
Garrett County,MD,24023,150,28852,519.9,2022,NA
Harford County,MD,24025,1084,256805,422.1,2022,NA
Howard County,MD,24027,839,328200,255.6,2022,NA
Kent County,MD,24029,103,19192,536.7,2022,NA
Montgomery County,MD,24031,2769,1051816,263.3,2022,NA
Prince George's County,MD,24033,2993,909612,329.0,2022,NA
Queen Anne's County,MD,24035,175,51167,342.0,2022,NA
St. Mary's County,MD,24037,387,114687,337.4,2022,NA
Somerset County,MD,24039,124,25453,487.2,2022,NA
Talbot County,MD,24041,209,36972,565.3,2022,NA
Washington County,MD,24043,780,151146,516.1,2022,NA
Wicomico County,MD,24045,409,103990,393.3,2022,NA
Worcester County,MD,24047,293,52403,559.1,2022,NA
Baltimore city,MD,24510,2891,586131,493.2,2022,NA
Barnstable County,MA,25001,1278,213164,599.5,2022,NA
Berkshire County,MA,25003,677,124571,543.5,2022,NA
Bristol County,MA,25005,2454,566765,433.0,2022,NA
Dukes County,MA,25007,71,17461,406.6,2022,NA
Essex County,MA,25009,2951,791263,372.9,2022,NA
Franklin County,MA,25011,294,70267,418.4,2022,NA
Hampden County,MA,25013,2011,463986,433.4,2022,NA
Hampshire County,MA,25015,560,161401,347.0,2022,NA
Middlesex County,MA,25017,4916,1609379,305.5,2022,NA
Nantucket County,MA,25019,34,11376,298.9,2022,NA
Norfolk County,MA,25021,2477,709409,349.2,2022,NA
Plymouth County,MA,25023,2145,523738,409.6,2022,NA
Suffolk County,MA,25025,2072,801582,258.5,2022,NA
Worcester County,MA,25027,3163,829212,381.4,2022,NA
Alcona County,MI,26001,80,10505,761.5,2022,NA
Alger County,MI,26003,47,9015,521.4,2022,NA
Allegan County,MI,26005,479,118927,402.8,2022,NA
Alpena County,MI,26007,143,28238,506.4,2022,NA
Antrim County,MI,26009,122,23449,520.3,2022,NA
Arenac County,MI,26011,104,14953,695.5,2022,NA
Baraga County,MI,26013,43,8164,526.7,2022,NA
Barry County,MI,26015,281,62061,452.8,2022,NA
Bay County,MI,26017,566,102387,552.8,2022,NA
Benzie County,MI,26019,93,17852,521.0,2022,NA
Berrien County,MI,26021,776,153025,507.1,2022,NA
Branch County,MI,26023,215,43424,495.1,2022,NA
Calhoun County,MI,26025,676,133580,506.1,2022,NA
Cass County,MI,26027,274,51584,531.2,2022,NA
Charlevoix County,MI,26029,156,26105,597.6,2022,NA
Cheboygan County,MI,26031,156,25365,615.0,2022,NA
Chippewa County,MI,26033,173,36958,468.1,2022,NA
Clare County,MI,26035,184,30771,598.0,2022,NA
Clinton County,MI,26037,263,79753,329.8,2022,NA
Crawford County,MI,26039,83,13981,593.7,2022,NA
Delta County,MI,26041,182,35612,511.1,2022,NA
Dickinson County,MI,26043,117,25112,465.9,2022,NA
Eaton County,MI,26045,486,110148,441.2,2022,NA
Emmet County,MI,26047,166,33342,497.9,2022,NA
Genesee County,MI,26049,2266,404794,559.8,2022,NA
Gladwin County,MI,26051,165,25424,649.0,2022,NA
Gogebic County,MI,26053,86,13842,621.3,2022,NA
Grand Traverse County,MI,26055,401,93592,428.5,2022,NA
Gratiot County,MI,26057,201,40283,499.0,2022,NA
Hillsdale County,MI,26059,255,45658,558.5,2022,NA
Houghton County,MI,26061,147,35126,418.5,2022,NA
Huron County,MI,26063,207,30653,675.3,2022,NA
Ingham County,MI,26065,1121,290609,385.7,2022,NA
Ionia County,MI,26067,253,64553,391.9,2022,NA
Iosco County,MI,26069,187,25140,743.8,2022,NA
Iron County,MI,26071,90,11066,813.3,2022,NA
Isabella County,MI,26073,231,69504,332.4,2022,NA
Jackson County,MI,26075,781,156920,497.7,2022,NA
Kalamazoo County,MI,26077,985,265988,370.3,2022,NA
Kalkaska County,MI,26079,96,18003,533.2,2022,NA
Kent County,MI,26081,2136,658708,324.3,2022,NA
Keweenaw County,MI,26083,12,2119,Unreliable,2022,NA
Lake County,MI,26085,64,11587,552.3,2022,NA
Lapeer County,MI,26087,423,87635,482.7,2022,NA
Leelanau County,MI,26089,105,21743,482.9,2022,NA
Lenawee County,MI,26091,515,97808,526.5,2022,NA
Livingston County,MI,26093,695,192335,361.3,2022,NA
Luce County,MI,26095,47,6126,767.2,2022,NA
Mackinac County,MI,26097,67,10839,618.1,2022,NA
Macomb County,MI,26099,3923,870791,450.5,2022,NA
Manistee County,MI,26101,148,24738,598.3,2022,NA
Marquette County,MI,26103,253,65834,384.3,2022,NA
Mason County,MI,26105,166,29164,569.2,2022,NA
Mecosta County,MI,26107,178,43907,405.4,2022,NA
Menominee County,MI,26109,120,22608,530.8,2022,NA
Midland County,MI,26111,364,83441,436.2,2022,NA
Missaukee County,MI,26113,80,15152,528.0,2022,NA
Monroe County,MI,26115,744,150568,494.1,2022,NA
Montcalm County,MI,26117,317,63476,499.4,2022,NA
Montmorency County,MI,26119,73,9337,781.8,2022,NA
Muskegon County,MI,26121,822,173883,472.7,2022,NA
Newaygo County,MI,26123,239,49348,484.3,2022,NA
Oakland County,MI,26125,4728,1253459,377.2,2022,NA
Oceana County,MI,26127,128,26819,477.3,2022,NA
Ogemaw County,MI,26129,148,20923,707.4,2022,NA
Ontonagon County,MI,26131,57,5656,1007.8,2022,NA
Osceola County,MI,26133,118,23466,502.9,2022,NA
Oscoda County,MI,26135,57,8368,681.2,2022,NA
Otsego County,MI,26137,155,24765,625.9,2022,NA
Ottawa County,MI,26139,976,294635,331.3,2022,NA
Presque Isle County,MI,26141,78,12665,615.9,2022,NA
Roscommon County,MI,26143,157,23986,654.5,2022,NA
Saginaw County,MI,26145,990,189868,521.4,2022,NA
St. Clair County,MI,26147,804,159293,504.7,2022,NA
St. Joseph County,MI,26149,314,60848,516.0,2022,NA
Sanilac County,MI,26151,225,40747,552.2,2022,NA
Schoolcraft County,MI,26153,41,8104,505.9,2022,NA
Shiawassee County,MI,26155,344,67738,507.8,2022,NA
Tuscola County,MI,26157,280,52289,535.5,2022,NA
Van Buren County,MI,26159,358,75474,474.3,2022,NA
Washtenaw County,MI,26161,999,366473,272.6,2022,NA
Wayne County,MI,26163,7929,1740623,455.5,2022,NA
Wexford County,MI,26165,172,33743,509.7,2022,NA
Aitkin County,MN,27001,91,15848,574.2,2022,NA
Anoka County,MN,27003,1069,359921,297.0,2022,NA
Becker County,MN,27005,143,34456,415.0,2022,NA
Beltrami County,MN,27007,181,47442,381.5,2022,NA
Benton County,MN,27009,154,40958,376.0,2022,NA
Big Stone County,MN,27011,33,4923,670.3,2022,NA
Blue Earth County,MN,27013,199,68241,291.6,2022,NA
Brown County,MN,27015,121,24846,487.0,2022,NA
Carlton County,MN,27017,165,35769,461.3,2022,NA
Carver County,MN,27019,258,106565,242.1,2022,NA
Cass County,MN,27021,156,29928,521.3,2022,NA
Chippewa County,MN,27023,67,11758,569.8,2022,NA
Chisago County,MN,27025,196,56794,345.1,2022,NA
Clay County,MN,27027,240,64690,371.0,2022,NA
Clearwater County,MN,27029,37,9017,410.3,2022,NA
Cook County,MN,27031,20,5417,369.2,2022,NA
Cottonwood County,MN,27033,65,11242,578.2,2022,NA
Crow Wing County,MN,27035,315,65644,479.9,2022,NA
Dakota County,MN,27037,1220,431807,282.5,2022,NA
Dodge County,MN,27039,64,20987,305.0,2022,NA
Douglas County,MN,27041,185,38328,482.7,2022,NA
Faribault County,MN,27043,65,13601,477.9,2022,NA
Fillmore County,MN,27045,105,21135,496.8,2022,NA
Freeborn County,MN,27047,149,30364,490.7,2022,NA
Goodhue County,MN,27049,222,46318,479.3,2022,NA
Grant County,MN,27051,23,6026,381.7,2022,NA
Hennepin County,MN,27053,3758,1268408,296.3,2022,NA
Houston County,MN,27055,90,18632,483.0,2022,NA
Hubbard County,MN,27057,90,21783,413.2,2022,NA
Isanti County,MN,27059,168,41429,405.5,2022,NA
Itasca County,MN,27061,220,45268,486.0,2022,NA
Jackson County,MN,27063,46,9768,470.9,2022,NA
Kanabec County,MN,27065,77,16416,469.1,2022,NA
Kandiyohi County,MN,27067,159,43130,368.7,2022,NA
Kittson County,MN,27069,34,4214,806.8,2022,NA
Koochiching County,MN,27071,69,12059,572.2,2022,NA
Lac qui Parle County,MN,27073,32,6527,490.3,2022,NA
Lake County,MN,27075,50,10639,470.0,2022,NA
Le Sueur County,MN,27079,97,28741,337.5,2022,NA
Lincoln County,MN,27081,19,5568,Unreliable,2022,NA
Lyon County,MN,27083,85,25271,336.4,2022,NA
McLeod County,MN,27085,153,35710,428.5,2022,NA
Mahnomen County,MN,27087,35,5473,639.5,2022,NA
Marshall County,MN,27089,36,9321,386.2,2022,NA
Martin County,MN,27091,89,19484,456.8,2022,NA
Meeker County,MN,27093,96,23341,411.3,2022,NA
Mille Lacs County,MN,27095,133,26146,508.7,2022,NA
Morrison County,MN,27097,136,33187,409.8,2022,NA
Mower County,MN,27099,179,40150,445.8,2022,NA
Murray County,MN,27101,38,8155,466.0,2022,NA
Nicollet County,MN,27103,120,34482,348.0,2022,NA
Nobles County,MN,27105,65,21400,303.7,2022,NA
Norman County,MN,27107,42,6338,662.7,2022,NA
Olmsted County,MN,27109,546,159298,342.8,2022,NA
Otter Tail County,MN,27111,289,58741,492.0,2022,NA
Pennington County,MN,27113,68,13874,490.1,2022,NA
Pine County,MN,27115,160,29359,545.0,2022,NA
Pipestone County,MN,27117,47,9121,515.3,2022,NA
Polk County,MN,27119,148,30900,479.0,2022,NA
Pope County,MN,27121,51,11277,452.2,2022,NA
Ramsey County,MN,27123,1935,547903,353.2,2022,NA
Red Lake County,MN,27125,13,4046,Unreliable,2022,NA
Redwood County,MN,27127,70,15079,464.2,2022,NA
Renville County,MN,27129,52,14403,361.0,2022,NA
Rice County,MN,27131,195,67084,290.7,2022,NA
Rock County,MN,27133,52,9301,559.1,2022,NA
Roseau County,MN,27135,57,15117,377.1,2022,NA
St. Louis County,MN,27137,924,198538,465.4,2022,NA
Scott County,MN,27139,345,150689,228.9,2022,NA
Sherburne County,MN,27141,267,98811,270.2,2022,NA
Sibley County,MN,27143,52,14715,353.4,2022,NA
Stearns County,MN,27145,518,162038,319.7,2022,NA
Steele County,MN,27147,128,36596,349.8,2022,NA
Stevens County,MN,27149,35,9765,358.4,2022,NA
Swift County,MN,27151,50,9176,544.9,2022,NA
Todd County,MN,27153,107,24732,432.6,2022,NA
Traverse County,MN,27155,20,3218,621.5,2022,NA
Wabasha County,MN,27157,77,21642,355.8,2022,NA
Wadena County,MN,27159,82,13807,593.9,2022,NA
Waseca County,MN,27161,76,18550,409.7,2022,NA
Washington County,MN,27163,769,265476,289.7,2022,NA
Watonwan County,MN,27165,61,10792,565.2,2022,NA
Wilkin County,MN,27167,36,6161,584.3,2022,NA
Winona County,MN,27169,175,50485,346.6,2022,NA
Wright County,MN,27171,372,140249,265.2,2022,NA
Yellow Medicine County,MN,27173,56,9580,584.6,2022,NA
Adams County,MS,28001,188,30275,621.0,2022,NA
Alcorn County,MS,28003,208,36889,563.9,2022,NA
Amite County,MS,28005,78,12205,639.1,2022,NA
Attala County,MS,28007,115,18004,638.7,2022,NA
Benton County,MS,28009,48,8351,574.8,2022,NA
Bolivar County,MS,28011,178,30142,590.5,2022,NA
Calhoun County,MS,28013,65,14241,456.4,2022,NA
Carroll County,MS,28015,65,9732,667.9,2022,NA
Chickasaw County,MS,28017,108,16951,637.1,2022,NA
Choctaw County,MS,28019,59,8063,731.7,2022,NA
Claiborne County,MS,28021,38,8911,426.4,2022,NA
Clarke County,MS,28023,90,15299,588.3,2022,NA
Clay County,MS,28025,102,19352,527.1,2022,NA
Coahoma County,MS,28027,134,21564,621.4,2022,NA
Copiah County,MS,28029,150,27933,537.0,2022,NA
Covington County,MS,28031,128,18518,691.2,2022,NA
DeSoto County,MS,28033,785,188275,416.9,2022,NA
Forrest County,MS,28035,370,75009,493.3,2022,NA
Franklin County,MS,28037,51,7657,666.1,2022,NA
George County,MS,28039,160,24425,655.1,2022,NA
Greene County,MS,28041,67,13477,497.1,2022,NA
Grenada County,MS,28043,130,20610,630.8,2022,NA
Hancock County,MS,28045,281,48000,585.4,2022,NA
Harrison County,MS,28047,948,208801,454.0,2022,NA
Hinds County,MS,28049,1003,227966,440.0,2022,NA
Holmes County,MS,28051,98,16726,585.9,2022,NA
Humphreys County,MS,28053,61,7827,779.4,2022,NA
Itawamba County,MS,28057,150,23261,644.9,2022,NA
Jackson County,MS,28059,669,143802,465.2,2022,NA
Jasper County,MS,28061,104,16332,636.8,2022,NA
Jefferson County,MS,28063,37,6997,528.8,2022,NA
Jefferson Davis County,MS,28065,71,10890,652.0,2022,NA
Jones County,MS,28067,374,67993,550.1,2022,NA
Kemper County,MS,28069,39,9521,409.6,2022,NA
Lafayette County,MS,28071,213,54408,391.5,2022,NA
Lamar County,MS,28073,219,64165,341.3,2022,NA
Lauderdale County,MS,28075,370,73751,501.7,2022,NA
Lawrence County,MS,28077,86,12480,689.1,2022,NA
Leake County,MS,28079,124,22741,545.3,2022,NA
Lee County,MS,28081,387,85466,452.8,2022,NA
Leflore County,MS,28083,188,27854,674.9,2022,NA
Lincoln County,MS,28085,169,33936,498.0,2022,NA
Lowndes County,MS,28087,272,58309,466.5,2022,NA
Madison County,MS,28089,459,106871,429.5,2022,NA
Marion County,MS,28091,161,24441,658.7,2022,NA
Marshall County,MS,28093,203,35301,575.1,2022,NA
Monroe County,MS,28095,235,35123,669.1,2022,NA
Montgomery County,MS,28097,81,9661,838.4,2022,NA
Neshoba County,MS,28099,159,28996,548.4,2022,NA
Newton County,MS,28101,119,20866,570.3,2022,NA
Noxubee County,MS,28103,47,10236,459.2,2022,NA
Oktibbeha County,MS,28105,170,49789,341.4,2022,NA
Panola County,MS,28107,199,33848,587.9,2022,NA
Pearl River County,MS,28109,325,55876,581.6,2022,NA
Perry County,MS,28111,62,11862,522.7,2022,NA
Pike County,MS,28113,244,38997,625.7,2022,NA
Pontotoc County,MS,28115,142,32461,437.4,2022,NA
Prentiss County,MS,28117,161,25013,643.7,2022,NA
Quitman County,MS,28119,48,6760,710.1,2022,NA
Rankin County,MS,28121,592,155975,379.5,2022,NA
Scott County,MS,28123,170,28061,605.8,2022,NA
Sharkey County,MS,28125,28,4160,673.1,2022,NA
Simpson County,MS,28127,159,26629,597.1,2022,NA
Smith County,MS,28129,83,15779,526.0,2022,NA
Stone County,MS,28131,83,18360,452.1,2022,NA
Sunflower County,MS,28133,114,24740,460.8,2022,NA
Tallahatchie County,MS,28135,54,13707,394.0,2022,NA
Tate County,MS,28137,144,28539,504.6,2022,NA
Tippah County,MS,28139,125,21748,574.8,2022,NA
Tishomingo County,MS,28141,158,19275,819.7,2022,NA
Tunica County,MS,28143,38,9392,404.6,2022,NA
Union County,MS,28145,138,28866,478.1,2022,NA
Walthall County,MS,28147,92,14294,643.6,2022,NA
Warren County,MS,28149,250,44841,557.5,2022,NA
Washington County,MS,28151,273,42837,637.3,2022,NA
Wayne County,MS,28153,131,20317,644.8,2022,NA
Webster County,MS,28155,80,9676,826.8,2022,NA
Wilkinson County,MS,28157,55,8351,658.6,2022,NA
Winston County,MS,28159,88,17845,493.1,2022,NA
Yalobusha County,MS,28161,83,11982,692.7,2022,NA
Yazoo County,MS,28163,119,26982,441.0,2022,NA
Adair County,MO,29001,102,25399,401.6,2022,NA
Andrew County,MO,29003,64,17586,363.9,2022,NA
Atchison County,MO,29005,35,5096,686.8,2022,NA
Audrain County,MO,29007,141,24835,567.7,2022,NA
Barry County,MO,29009,205,35818,572.3,2022,NA
Barton County,MO,29011,67,11592,578.0,2022,NA
Bates County,MO,29013,114,16242,701.9,2022,NA
Benton County,MO,29015,153,19627,779.5,2022,NA
Bollinger County,MO,29017,71,12111,586.2,2022,NA
Boone County,MO,29019,528,182991,288.5,2022,NA
Buchanan County,MO,29021,391,86530,451.9,2022,NA
Butler County,MO,29023,253,42178,599.8,2022,NA
Caldwell County,MO,29025,43,9051,475.1,2022,NA
Callaway County,MO,29027,177,44887,394.3,2022,NA
Camden County,MO,29029,255,46414,549.4,2022,NA
Cape Girardeau County,MO,29031,365,79512,459.1,2022,NA
Carroll County,MO,29033,49,8554,572.8,2022,NA
Carter County,MO,29035,27,5991,450.7,2022,NA
Cass County,MO,29037,486,106806,455.0,2022,NA
Cedar County,MO,29039,90,14322,628.4,2022,NA
Chariton County,MO,29041,56,7360,760.9,2022,NA
Christian County,MO,29043,367,90655,404.8,2022,NA
Clark County,MO,29045,31,6830,453.9,2022,NA
Clay County,MO,29047,846,253463,333.8,2022,NA
Clinton County,MO,29049,92,20553,447.6,2022,NA
Cole County,MO,29051,315,76191,413.4,2022,NA
Cooper County,MO,29053,87,17102,508.7,2022,NA
Crawford County,MO,29055,172,23739,724.5,2022,NA
Dade County,MO,29057,56,7568,740.0,2022,NA
Dallas County,MO,29059,91,17219,528.5,2022,NA
Daviess County,MO,29061,42,8283,507.1,2022,NA
DeKalb County,MO,29063,56,10944,511.7,2022,NA
Dent County,MO,29065,105,15481,678.3,2022,NA
Douglas County,MO,29067,95,13344,711.9,2022,NA
Dunklin County,MO,29069,180,28878,623.3,2022,NA
Franklin County,MO,29071,518,104469,495.8,2022,NA
Gasconade County,MO,29073,88,14566,604.1,2022,NA
Gentry County,MO,29075,34,6484,524.4,2022,NA
Greene County,MO,29077,1363,294997,462.0,2022,NA
Grundy County,MO,29079,65,9595,677.4,2022,NA
Harrison County,MO,29081,47,8321,564.8,2022,NA
Henry County,MO,29083,155,22076,702.1,2022,NA
Hickory County,MO,29085,81,9586,845.0,2022,NA
Holt County,MO,29087,29,4232,685.3,2022,NA
Howard County,MO,29089,45,10001,450.0,2022,NA
Howell County,MO,29091,248,40262,616.0,2022,NA
Iron County,MO,29093,73,10098,722.9,2022,NA
Jackson County,MO,29095,2992,705925,423.8,2022,NA
Jasper County,MO,29097,627,121648,515.4,2022,NA
Jefferson County,MO,29099,969,226543,427.7,2022,NA
Johnson County,MO,29101,185,54219,341.2,2022,NA
Knox County,MO,29103,19,3940,Unreliable,2022,NA
Laclede County,MO,29105,195,35895,543.3,2022,NA
Lafayette County,MO,29107,177,33006,536.3,2022,NA
Lawrence County,MO,29109,192,38175,502.9,2022,NA
Lewis County,MO,29111,50,9810,509.7,2022,NA
Lincoln County,MO,29113,227,60119,377.6,2022,NA
Linn County,MO,29115,69,11830,583.3,2022,NA
Livingston County,MO,29117,80,14413,555.1,2022,NA
McDonald County,MO,29119,110,22900,480.3,2022,NA
Macon County,MO,29121,79,15095,523.4,2022,NA
Madison County,MO,29123,77,12113,635.7,2022,NA
Maries County,MO,29125,49,8795,557.1,2022,NA
Marion County,MO,29127,136,28423,478.5,2022,NA
Mercer County,MO,29129,20,3558,562.1,2022,NA
Miller County,MO,29131,130,25791,504.1,2022,NA
Mississippi County,MO,29133,72,12691,567.3,2022,NA
